page_name,page_id,party,source,disclaimer,amount_spent_eur,number_of_ads_in_library,party1,party2,path,date_produced,spend,remove_em
Volt Utrecht,448705809216110,Volt Nederland,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Volt Zeeland,109419847588993,Volt Nederland,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
voltnederland,2254339927992005,Volt Nederland,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Claire Martens -raadslid Amsterdamse VVD-,299978833838923,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
De Nieuwegeinse VVD,383092391883267,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Erik Haverkort - VVD,100588985336140,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Graafse VVD,153280281401807,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Janine van Hulsteijn,602178776878921,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Joey Leeuwinga,446290229247621,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Liesbeth Rooijmans - VVD,101960038530154,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Martijn Buijsse #53 VVD,103530541783879,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Peter de Groot - VVD,104583928192941,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Roelof Theun Hoen,180023369422229,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Ruben Brekelmans,104116481720032,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Thom van Campen VVD,337319254292145,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Tim Simons,106058884856260,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD - Edith van den Ham,597349860355112,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Alphen-Chaam,1812265315505886,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Amstelveen,190006687752310,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Assen,238437236319251,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Beekdaelen,215146218889965,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Bernheze,1593395534300029,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Borger-Odoorn,333261296860074,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Drenthe,1530277467215488,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Dronten,319563324738156,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Goes,535497706467042,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Groningen,121704097936297,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD HIA,366931160160935,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Haarlemmermeer,240487486029252,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Hilvarenbeek,170264783021544,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Hoeksche Waard,344688586019193,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Hoorn,226011184205452,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Jeannette Baljeu,864975727175786,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Kaag en Braassem,509341095749258,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Leeuwarden,1377601545801431,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Leusden,246449775514598,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Lingewaard,305121659514613,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Noordoostpolder,1390230454568514,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Oss,922275131120043,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Oude-IJsselstreek,212733135936874,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Overijssel,885371264817071,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Regio Fryslân,105913804794830,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Roermond,448759811826413,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Soest-Soesterberg,103877048563570,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Veenendaal,254628621255389,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Westfriesland,238370166527350,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Westland,223379487703566,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Weststellingwerf,383790798412506,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Zutphen-Warnsveld,1388244018106570,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD in de Eerste Kamer,105879341498800,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD-Maashorst,457810957661494,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
de Bergse VVD,487529177944861,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA-GroenLinks Boxtel,1381731098742805,PvdA,yo,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"PvdA-GroenLinks Vught, Helvoirt & Cromvoirt",329248237216890,PvdA,yo,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jonge Socialisten Rijnmond,143150269032772,PvdA,yo,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SGP ChristenUnie Goes,100881570041931,ChristenUnie,yo,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Limburg,277830172423745,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks De Fryske Marren,228860957246908,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Brabant,157612007615228,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Tunahan Kuzu,596153377149961,DENK,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Limburg Herdenkt,1559449840931289,DENK,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Mahmut Sungur DENK,106297492362053,DENK,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CU - SGP Leiderdorp,560364254048737,SGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Kees van der Staaij,135227606660572,SGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SGP provincie Gelderland,425650727582091,SGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SGP Tholen,392267247557030,SGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PVV Almelo,745905415586298,PVV,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PVV Tweedekamer,112043525139543,PVV,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PVV,141639003175865,PVV,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PVV Enschede,573210659541566,PVV,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Partij voor de Dieren Aa en Maas,112604644752641,PvdD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Marianne Thieme,126389617450422,PvdD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Partij voor de Dieren Schieland en de Krimpenerwaard,105999812327759,PvdD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Partij voor de Dieren Rijnland,106183841098714,PvdD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Partij voor de Dieren Groningen,105656962844422,PvdD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Flevoland,421920954609274,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Europa,107074255523711,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Waterschap Scheldestromen,181667906115731,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Maastrichtse VVD,815539385128257,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD HHNK,115252804799038,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Mark Rutte,34646635859,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Provincie Groningen,243792449107489,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Minister-President,166039216791132,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
De Statenfractie VVD Zeeland,138562149512752,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jeroen van Dijken - VVD,1904283853212282,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Pieter Dijkman VVD kandidaat Provinciale Staten van Noord-Holland,105660295711388,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Provincie Utrecht,544720052310663,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Fryslân,174501385922296,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Limburg,207470586040705,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Barneveld,388745857906285,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Noord-Holland,1513719122247725,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie-SGP Haarlemmermeer,1962270687342032,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie-SGP Oudewater,1438634716368426,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie SGP Rotterdam,243148232487383,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Arjan Langen - ChristenUnie,100237759674715,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Henk Krol,1120197621364564,50PLUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
50plus Zuid-Holland,105228219094910,50PLUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
50PLUS-Overijssel,108387285493926,50PLUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
50PLUSFlevoland,478982942635390,50PLUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP Noord-Brabant,1525295717743886,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"ROOD, jong in de SP",219315465900,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP Jongeren,110333761471734,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Dalfsen,415242511939767,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDAAchtkarspelen,498631290179145,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Drents Overijsselse Delta,104781687807849,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Sybrand Buma,1111353662231954,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Zuid-Holland,526682507436451,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Coevorden,270919709744419,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Waalwijk (This Page has been deleted.),1551637291831665,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Limburg,165914046762784,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Breda,110883405741664,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Noord Holland,226310417539522,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Zevenaar,385731594812535,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Alliantie,109519805323713,Alliantie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Henriette van Hedel - Alliantie,103838582646296,Alliantie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
BBB BoerBurgerBeweging,338750440106782,BBB,NA,Boerburgerbeweging,19101,55,BBB,NA,NA,NA,NA,FALSE
CDA Gelderland,133724653386228,CDA,NA,CDA Gelderland,2199,68,CDA,CDA,NA,NA,NA,FALSE
D66 Noord-Holland,624058687606718,D66,NA,D66,1623,14,D66,D66,NA,NA,NA,FALSE
CDA Fryslân,121867394634298,CDA,NA,CDA Fryslân,1489,101,CDA,CDA,NA,NA,NA,FALSE
D66 Zuid-Holland,299647013657,D66,NA,D66,840,7,D66,D66,NA,NA,NA,FALSE
D66 Provincie Utrecht,146789088709224,D66,NA,D66,739,10,D66,D66,NA,NA,NA,FALSE
VVD Brabant,644928592236017,VVD,NA,VVD Brabant,725,25,VVD,VVD,NA,NA,NA,FALSE
D66 Noord-Brabant,907173135967616,D66,NA,D66,604,10,D66,D66,NA,NA,NA,FALSE
Volt Brabant,100598156282247,Volt Nederland,NA,Volt Brabant,604,38,Volt Nederland,Volt Nederland,NA,NA,NA,FALSE
BBB Boerburgerbeweging Zeeland,102905492302806,BBB,NA,BoerBurgerBeweging,471,6,BBB,NA,NA,NA,NA,FALSE
D66 Limburg,514602005332873,D66,NA,D66,450,6,D66,D66,NA,NA,NA,FALSE
Volt Noord-Holland,105326315333967,Volt Nederland,NA,Volt Noord-Holland,374,52,Volt Nederland,Volt Nederland,NA,NA,NA,FALSE
D66 Fryslân,374668649274849,D66,NA,D66,367,6,D66,D66,NA,NA,NA,FALSE
D66 Provincie Groningen,610533965679052,D66,NA,D66,324,12,D66,D66,NA,NA,NA,FALSE
PVVLimburg,105262589168470,PVV,NA,Anbi stichting Ondersteuning PVV Limburg,300,4,PVV,PVV,NA,NA,NA,FALSE
BBB Boerburgerbeweging Noord-Holland,100367435948605,BBB,NA,BoerBurgerBeweging,250,2,BBB,NA,NA,NA,NA,FALSE
D66 Flevoland,261561310575176,D66,NA,D66,240,8,D66,D66,NA,NA,NA,FALSE
D66 Gelderland,114857098583610,D66,NA,D66,238,8,D66,D66,NA,NA,NA,FALSE
D66 Drenthe,104517201638527,D66,NA,D66,167,4,D66,D66,NA,NA,NA,FALSE
BVNL-Haarlemmermeer,109874178164594,BVNL,NA,Albertus De Ruiter,142,7,BVNL,NA,NA,NA,NA,FALSE
Ronnie Buiks - CDA Brabant,113005505052234,CDA,NA,CDA Brabant,139,6,CDA,CDA,NA,NA,NA,FALSE
Partij voor de Dieren provincie Utrecht,2269663599935960,PvdD,NA,Partij voor de Dieren,≤100,1,PvdD,PvdD,NA,NA,NA,FALSE
PvdA Laarbeek,345965619184255,PvdA,NA,PvdA Laarbeek,≤100,14,PvdA,PvdA,NA,NA,NA,FALSE
BBB Boerburgerbeweging Limburg,108546261782184,BBB,NA,BBB BoerBurgerBeweging,≤100,1,BBB,BBB,NA,NA,NA,FALSE
PVV Daryl Pfoster,1463826417185442,PVV,NA,Daryl Didi Wiedje Pfoster,≤100,3,PVV,NA,NA,NA,NA,FALSE
PvdA Pro Texel,379066192245654,PvdA,NA,PvdA Pro Texel,≤100,8,PvdA,PvdA,NA,NA,NA,FALSE
VVD Gelderland,159481067515060,VVD,NA,VVD Gelderland,≤100,5,VVD,VVD,NA,NA,NA,FALSE
Bart Megens Statenlid PVV Limburg,400508250496182,PVV,NA,Megens Bart J M H,≤100,3,PVV,NA,NA,NA,NA,FALSE
BVNL Zaltbommel,104489781983494,BVNL,NA,Jordy Versteeg,≤100,2,BVNL,NA,NA,NA,NA,FALSE
Arjan de Kok - BVNL,100938695703659,BVNL,NA,Adriaan De Kok,≤100,5,BVNL,NA,NA,NA,NA,FALSE
Martijn Coenen - D66 Lingewaard,240106474609476,D66,NA,Martijn Coenen,≤100,1,D66,NA,NA,NA,NA,FALSE
VVD Baarn,399299976834885,VVD,NA,VVD Baarn,≤100,1,VVD,VVD,NA,NA,NA,FALSE
Nicki Kappel - ChristenUnie,103367516032946,ChristenUnie,NA,Nicki Kappel,≤100,2,ChristenUnie,NA,NA,NA,NA,FALSE
Partij voor de Dieren De Stichtse Rijnlanden,100743318818368,PvdD,NA,Partij voor de Dieren,≤100,1,PvdD,PvdD,NA,NA,NA,FALSE
GroenLinks Parkstad,381853668686946,GroenLinks,NA,GroenLinks,≤100,2,GroenLinks,GroenLinks,NA,NA,NA,FALSE
GroenLinks Geldrop-Mierlo,433287416715768,GroenLinks,NA,GroenLinks Geldrop-Mierlo,≤100,1,GroenLinks,GroenLinks,NA,NA,NA,FALSE
BVNL Gelderland,118331774489558,BVNL,NA,BVNL Gelderland,≤100,6,BVNL,BVNL,NA,NA,NA,FALSE
GroenLinks Texel,283811678740257,GroenLinks,NA,GroenLinks Texel,≤100,2,GroenLinks,GroenLinks,NA,NA,NA,FALSE
CDA Albrandswaard,103347675627728,CDA,NA,Christiaan Van Der Kaaij,≤100,1,CDA,NA,NA,NA,NA,FALSE
PVV Emmen,693494117480577,PVV,NA,Klaas Bosma,≤100,2,PVV,NA,NA,NA,NA,FALSE
CU Capelle a/d IJssel,181404488676881,ChristenUnie,NA,CU Capelle aan den IJssel,≤100,1,ChristenUnie,ChristenUnie,NA,NA,NA,FALSE
BBB Waterschap Vechtstromen,110825988562477,BBB,NA,These ads ran without a disclaimer,≤100,2,BBB,NA,NA,NA,NA,FALSE
GroenLinks Súdwest-Fryslân,1981149088795821,GroenLinks,NA,GroenLinks Súdwest-Fryslân,≤100,1,GroenLinks,GroenLinks,NA,NA,NA,FALSE
PVV Thijs Klaassen,151426432189616,PVV,NA,Mathijs Hendrik Johan Klaassen,≤100,1,PVV,NA,NA,NA,NA,FALSE
VVD Brummen-Eerbeek,103147491104303,VVD,NA,VVD Brummen-Eerbeek,≤100,1,VVD,VVD,NA,NA,NA,FALSE
D66 Venray,444575518984718,D66,NA,D66 Venray,≤100,2,D66,D66,NA,NA,NA,FALSE
GroenLinks Noordwijk,163793684100220,GroenLinks,NA,These ads ran without a disclaimer,≤100,1,GroenLinks,NA,NA,NA,NA,FALSE
groenlinksnop,107008192281537,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Ooststellingwerf,1798055543846554,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Job van Hussen,108274228854551,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Terneuzen,756660471083380,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Haarlem,112916598847949,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
DENK Amersfoort,158639744757602,DENK,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Partij voor de Dieren Brabantse Delta,207240870164873,PvdD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Roy Walraven,106139622026530,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Rheden,527578347325449,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Erica van Engel,1427397867569332,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
vvddrenthe,116200054716197,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Marie-Claire Dijkman,100409316332158,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Guus Pelzer,104659002542527,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Provincie Utrecht,377904082385633,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Reusel-De Mierden,175246136202188,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Lily Amani Ayan,107845255273633,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Reimerswaal,663377467167915,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Almere,463931400320244,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP Maastricht,1374803149440410,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Noah in de Politiek,253833008892301,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA waterschap Brabantse Delta,102700589345543,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Opmeer,106071838152724,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Anne Kuik,580958688640416,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Campagne Noortje Flink,100291879670117,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Schouwen-Duiveland,1753472264956492,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA - GroenLinks Zeeland,338253336299174,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Hoogeveen,102600515629125,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA-GroenLinks Noord-Beveland,103792675524809,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Hoogheemraadschap Delfland,646148918810796,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Partij van de Arbeid - Ommen,472296739547854,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
pvdazutphen,110348075140439,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Christine Govaert,114945901516894,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Lokaal Wassenaar,131646167463276,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Provincie Zeeland,241405532546419,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Water Natuurlijk  - Amstel, Gooi en Vecht",1493469874259141,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
FNV Vakbond,121719834601889,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Peilingen Nederland,118413801182751,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Drents parlement,876532312366812,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Lokaal Voor Maasgouw - LVM,1738835066359585,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Lokaal Brabant-pagina,388426401984641,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
De Realistische Partij,1956117221310837,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Piratenpartij Amsterdam,299658540148252,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Gemeente Diemen,336639406375829,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Stadsdeel Leidschenveen-Ypenburg,111063021232523,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Provinciaal Belang Fryslan,180902585267312,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
OPNH,106344505211908,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Anwer Masifi,111996954938542,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Kennispunt Lokale Politieke Partijen,111846733645827,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Karin Duijsters,101153055838871,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GBW - GemeenteBelang Westland,715071878511707,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Sabine Maas-Kuijpers,105376615344276,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Dré Peters Politicus,116523104683157,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Ministerie van Volksgezondheid, Welzijn en Sport",194170320600024,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Liberaal Hoorn,102795058943786,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Waddenvereniging,160464877301633,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Progressief Woerden,490800347621521,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,326441484085577,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Partij voor behoud van de Nederlandse identiteit,1909126929105800,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Provincie Zuid-Holland,340367026037527,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Groninger Belang,687370028014285,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Gemeenschapslijst,422427764515092,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Momentum Hollandia,104524537795590,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PVWV,107203482292062,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
TOP / Gemeentebelangen,255420017955953,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Hoogheemraadschap van Delfland,189621071055630,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Gemeente Waddinxveen,1408087399224304,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Gemeente Bronckhorst,347026811974195,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Stadspartij 100% voor Groningen,331584060673557,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Water Natuurlijk Delfland,811104718955497,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
LochemGroen,106781258456469,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Provincie Noord-Holland,195325640540297,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Voor-BergenopZoom,109779981714631,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Gemeente Ridderkerk,284142971975045,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
FNP Fryslân,542364179119408,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Partijvdsport Olst-Wijhe,108037385126514,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Parlamentario Raymicheline ""Misha"" Raymond",100424352399009,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Gemeente Terneuzen,346781598714044,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Belang van Nederland - Brabant,102060248820764,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Provincie Flevoland,332881600125139,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Euregionaal Congresburo,257093621025404,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ELP,491738964280152,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
18PLUS,383115815114079,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jan Klopman,1689538434674496,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Provincie Utrecht,1237207133024393,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Lokaal Realisme,107809534704270,And,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
